species,corolla_tube_length,total_large_anther_length,PC1_corolla,PC2_corolla,PC1_anther,PC2_anther
Rhododendron_uvariifolium,3.17805383,,,,,
Rhododendron_valentinianum,,,-0.028983353,-0.063621235,,
Rhododendron_vanvuurenii,3.218875825,1.386294361,,,,
Rhododendron_vaseyi,1.791759469,,0.073201925,-0.328520856,,
Rhododendron_venator,3.157000421,,,,,
Rhododendron_vernicosum,3.258096538,,,,,
Rhododendron_vialii,1.609437912,,,,,
Rhododendron_vidalii,2.525728644,1.098612289,,,-0.078558572,-0.081686996
Rhododendron_virgatum,,,0.00184764,-0.083545765,0.161980632,0.004561492
Rhododendron_viriosum,2.079441542,1.098612289,,,,
Rhododendron_viscistylum,1.609437912,,,,,
Rhododendron_viscosum,3.218875825,,-0.277674549,-0.005533206,,
Rhododendron_vitis-idaea,2.862200881,0.641853886,,,,
Rhododendron_wadanum,1.945910149,0.693147181,0.07548051,-0.278582028,,
Rhododendron_wallichii,3.258096538,,,,,
Rhododendron_wardii,2.995732274,,0.057823914,-0.371269076,,
Rhododendron_watsonii,3.295836866,,0.102289277,-0.120963443,,
Rhododendron_westlandii,2.708050201,,,,,
Rhododendron_weyrichii,2.708050201,0.693147181,-0.021572126,-0.099196525,,
Rhododendron_whiteheadi,2.48490665,,,,-0.044368536,-0.008313714
Rhododendron_wightii,3.198673118,,0.116948108,-0.13312982,0.046088154,-0.0222666
Rhododendron_williamsianum,3.218875825,,,,,
Rhododendron_williamsii,3.020424886,1.098612289,-0.105948203,-0.056977247,,
Rhododendron_womersleyi,2.803360381,0.405465108,-0.069177684,-0.034260915,,
Rhododendron_wrayi,3.555348061,1.178654996,0.046738109,-0.182675152,,
Rhododendron_xanthocodon,2.944438979,,,,,
Rhododendron_xanthostephanum,,,0.046225749,-0.031144399,,
Rhododendron_xenium,2.463853241,0.336472237,0.003854237,-0.010113279,,
Rhododendron_yedoense,2.525728644,,,,,
Rhododendron_yungningense,1.704748092,,,,,
Rhododendron_yunyianum,,,-0.067173533,-0.029136045,,
Rhododendron_zaleucum,2.995732274,0.916290732,,,,
Rhododendron_zheguense,1.609437912,,,,,
Rhododendron_zoelleri,3.624340933,1.791759469,,,,
Rhodothamnus_chamaecistus,,,,,0.040287873,-0.03626418
Richea_acerosa,,0,,,0.069333787,0.057017084
Richea_alpina,,0.223143551,,,,
Richea_continentis,,0,,,,
Richea_gunnii,,-0.287682072,,,0.140872094,0.00538789
Richea_milliganii,,0.693147181,,,-0.053501919,0.052046375
Richea_pandanifolia,,0,,,0.146897971,0.012245524
Richea_procera,,0.936093359,,,,
Richea_scoparia,,0,,,0.151351226,0.037270462
Richea_sprengelioides,,0.693147181,,,0.102550899,0.111274033
Richea_victoriana,,0.223143551,,,,
Rupicola_sprengelioides,,,,,0.015526854,0.016564238
Sarcodes_sanguinea,2.302585093,1.252762968,0.110530051,0.077176243,0.049909704,0.03281774
Satyria_allenii,2.442347035,1.064710737,-0.093588417,0.043986171,,
Satyria_arborea,2.251291799,,,,,
Satyria_boliviana,2.397895273,1.252762968,0.181966626,0.117281579,,
Satyria_bracteolosa,2.803360381,1.791759469,,,,
Satyria_cerander,2.251291799,1.749199855,-0.120668663,0.034961772,,
Satyria_grandifolia,3.17805383,2.140066163,-0.230231062,0.011024015,-0.200391022,0.003471312
Satyria_latifolia,3.218875825,2.140066163,,,,
Satyria_leucostoma,,,0.013287452,0.099471921,,
Satyria_meiantha,2.351375257,1.252762968,,,,
Satyria_orquidensis,3.583518938,2.224623552,,,-0.227952103,0.053040591
Satyria_orquidiensis,,,-0.205410799,0.015584197,,
Satyria_panurensis,3.157000421,1.945910149,0.005499375,0.086172977,,
Satyria_pilosa,3.17805383,1.791759469,-0.165569076,0.038218422,,
Satyria_polyantha,1.446918983,1.08180517,,,,
Satyria_pterocalyx,3.526360525,2.224623552,-0.189365117,0.006428377,-0.190952849,-0.014270409
Satyria_vargasii,2.397895273,1.435084525,,,,
Satyria_ventricosa,3.349904087,2.266957915,-0.183668998,0.064513111,-0.147277563,-0.015061517
Satyria_warszewiczii,3.135494216,1.791759469,,,,
Semiramisia_alata,3.688879454,3.449987546,-0.066318184,0.01079772,-0.331217005,0.017696513
Semiramisia_pulcherrima,3.80666249,3.555348061,-0.173397615,0.022140093,-0.334580661,0.02631022
Semiramisia_speciosa,3.749504076,,-0.113855141,0.03388673,-0.302362495,0.023892541
Siphonandra_boliviana,3.817712326,3.33220451,-0.248649499,-0.010173027,-0.342311488,0.024702577
Siphonandra_elliptica,3.135494216,2.995732274,-0.19409537,0.015052214,-0.340533717,0.011546347
Siphonandra_nervosa,3.17805383,2.884800713,-0.249962173,-0.010534755,-0.340417103,0.03090927
Siphonandra_santa-barbarense,3.091042453,2.862200881,-0.114260076,0.034876196,-0.33217123,0.01817266
Sphenotoma_drummondii,,,-0.111030205,0.028792983,,
Sphyrospermum_boekei,2.998229154,1.504077397,-0.138620519,0.004059187,,
Sphyrospermum_buxifolium,1.945910149,0.936093359,-0.132065441,0.012292491,-0.245918746,0.012838791
Sphyrospermum_campanulatum,2.327277706,1.131402111,0.149699835,-0.110796376,0.005326855,-0.260220265
Sphyrospermum_cordifolium,1.848454813,,-0.115088404,0.021912807,,
Sphyrospermum_distichum,1.609437912,0.530628251,-0.096415286,0.039702607,,
Sphyrospermum_lanceolatum,2.995732274,1.945910149,-0.177282569,0.003555725,,
Sphyrospermum_linearifolium,1.609437912,0.688134639,-0.065778934,0.052982027,-0.116211043,0.012346078
Sphyrospermum_sessiliflorum,2.224623552,1.098612289,-0.156014058,0.026668918,-0.274671074,-0.073332639
Sphyrospermum_sodiroi,2.302585093,-1.203972804,-0.088808401,0.035320916,,
Sprengelia_incarnata,0,0.500775288,,,,
Styphelia_adscendens,2.621038824,1.619388243,,,,
Styphelia_hainesii,,,-0.260958712,-0.023809833,-0.183190975,-0.019824341
Styphelia_laeta,3.008154794,1.481604541,,,,
Styphelia_longifolia,3.113515309,1.458615023,-0.233904202,0.016291353,,
Styphelia_tameiameiae,1.098612289,,,,,
Styphelia_triflora,3.065724645,1.386294361,-0.227961096,-0.004667182,-0.038804225,0.033036316
Styphelia_tubiflora,2.985681938,1.280933845,-0.259467122,-0.021399459,-0.107381299,-0.037366278
Styphelia_violaceospicata,,,,,-0.018261478,0.015324263
Styphelia_viridis,2.917770732,1.558144618,-0.171895919,0.028556731,,
Symphysia_racemosa,,,0.141598002,-0.192066443,0.06544047,-0.007468612
Tepuia_cardonae,1.945910149,0.916290732,,,,
Tepuia_speciosa,2.197224577,0.955511445,0.178140571,-0.024094043,-0.151295419,0.01458054
Tepuia_venusta,2.486571929,0.966983846,0.134930395,0.083258788,-0.215985159,-0.142355062
Themistoclesia_alata,1.302912752,1.430311247,0.068742305,0.085211019,-0.166573016,-0.003971016
Themistoclesia_cuatrecasasii,1.704748092,1.609437912,,,,
Themistoclesia_epiphytica,2.251291799,0.955511445,,,,
Themistoclesia_flexuosa,2.197224577,1.609437912,0.039743879,0.095300792,-0.207043674,0.044567049
Themistoclesia_geniculata,,,-0.098933567,0.032605782,-0.269101401,-0.009194885
Themistoclesia_idiocalyx,,,0.027954463,0.009594487,-0.248939966,0.002544927
Themistoclesia_molaui,2.708050201,2.397895273,0.024546869,0.048504411,-0.311766034,0.000476004
Themistoclesia_pariensis,,,-0.100915582,0.050678901,-0.255390555,-0.005959592
Themistoclesia_peruviana,2.302585093,,-0.077444185,0.067452781,,
Themistoclesia_siranensis,,,-0.084327416,0.037098516,-0.290710661,0.007848777
Themistoclesia_unduavensis,2.251291799,1.981001469,0.271353606,0.151229663,-0.264783707,-0.073836957
Thibaudia_acacioides,,,-0.0545995,0.054141265,,
Thibaudia_costaricensis,,,0.040663433,0.072613051,-0.289083515,0.016479968
Thibaudia_diphylla,2.351375257,1.504077397,,,,
Thibaudia_dudleyi,2.014903021,1.504077397,0.129797296,0.020671159,-0.179290975,-0.002859349
Thibaudia_floribunda,2.63905733,2.277267285,,,,
Thibaudia_foreroi,3.417726684,3.218875825,-0.095983511,0.037461153,-0.317280575,0.02480484
Thibaudia_harlingii,,,-0.119016625,0.053236838,-0.281739514,0.002251705
Thibaudia_jahnii,2.48490665,2.197224577,,,,
Thibaudia_joergensenii,,,-0.083771244,0.031299999,,
Thibaudia_jorgensenii,2.442347035,1.609437912,,,-0.243627898,0.001238419
Thibaudia_litensis,3.610917913,3.384390263,,,,
Thibaudia_macrocalyx,,,-0.098094664,0.052644983,,
Thibaudia_martiniana,3.258096538,3.044522438,-0.125877046,0.040274694,,
Thibaudia_pachyantha,3.295836866,3.044522438,,,,
Thibaudia_parvifolia,2.890371758,2.374905755,,,,
Thibaudia_retusifolia,,,-0.188564641,0.02757849,-0.24312793,-0.005916838
Thibaudia_tomentosa,2.708050201,2.197224577,-0.177489988,0.033733336,,
Trochocarpa_laurina,0.916290732,,0.076900604,-0.020139131,,
Tsusiophyllum_tanakae,,,,,-0.13182161,-0.002443042
Utleya_costaricensis,1.386294361,0.488580015,0.516501457,0.072941918,0.027408681,-0.232449449
Vaccinium_acrobracteatum,2.079441542,0.916290732,,,,
Vaccinium_alainii,,,0.080249128,0.066112489,-0.10547269,-0.024301731
Vaccinium_amazonicum,1.909542505,1.238374231,-0.064353711,0.03324641,,
Vaccinium_amplifolium,1.098612289,1.504077397,,,-0.25659417,0.002067252
Vaccinium_angustifolium,1.609437912,,0.136194135,0.075989617,-0.201557071,-0.097137476
Vaccinium_arboreum,1.386294361,,0.179646903,-0.006371722,-0.258575224,-0.039722489
Vaccinium_arctostaphylos,1.791759469,,,,,
Vaccinium_aristatum,2.047692843,1.16315081,-0.123328741,-0.007601752,-0.205504585,0.002690436
Vaccinium_australe,,,0.035049289,0.07119884,,
Vaccinium_barandanum,2.48490665,1.945910149,,,,
Vaccinium_berberidifolium,,,0.040657898,0.060520246,-0.291779286,0.016951854
Vaccinium_bissei,,,0.035167395,0.068617648,-0.101283754,-0.106473186
Vaccinium_bocatorense,,,0.162034738,-0.030108707,,
Vaccinium_boreale,1.252762968,,0.228018954,0.088943325,-0.142444537,-0.125513782
Vaccinium_bracteatum,1.791759469,1.029619417,-0.064986744,0.049895539,,
Vaccinium_caespitosum,1.704748092,,0.072213169,0.114198949,-0.24238664,-0.084971321
Vaccinium_carlesii,1.064710737,0.559615788,,,,
Vaccinium_cercidifolium,2.397895273,0.371563556,,,,
Vaccinium_cereum,2.302585093,,-0.046774983,0.051606918,-0.282971502,-0.028226475
Vaccinium_cespitosum,,,0.071989981,0.144534173,-0.245949914,-0.171711495
Vaccinium_ciliatum,,,0.108141797,0.001037587,,
Vaccinium_consanguineum,1.832581464,1.178654996,0.030076892,0.079764889,-0.201352356,-0.038263782
Vaccinium_continuum,,,,,0.002894281,-0.060763978
Vaccinium_corymbosum,,,-0.01870603,0.063480678,-0.26732661,-0.031328947
Vaccinium_costaricensis,1.945910149,1.335001067,0.16890779,-0.097676088,-0.063290145,-0.157384574
Vaccinium_crassifolium,1.386294361,,0.24787094,0.017954667,-0.089141226,-0.204100671
Vaccinium_crenatum,1.609437912,,0.130171251,0.049999803,-0.025548185,-0.058837904
Vaccinium_cubense,,,0.045909988,0.048325629,-0.162648332,-0.105243664
Vaccinium_cylindraceum,2.302585093,,,,,
Vaccinium_darrowii,1.609437912,,0.326898288,0.139275844,-0.191152656,-0.101291922
Vaccinium_delavayi,1.193922468,0.832909123,,,-0.263053526,-0.036896533
Vaccinium_deliciosum,1.609437912,,0.250176712,0.141689707,-0.085547536,-0.086104297
Vaccinium_dunalianum,1.386294361,1.252762968,0.108606663,0.025912438,,
Vaccinium_ekmanii,,,0.073132762,0.06366726,-0.181515359,-0.056084622
Vaccinium_elliottii,1.704748092,,,,,
Vaccinium_emarginatum,1.410986974,1.386294361,0.123022509,-0.162184206,-0.305312749,-0.011134841
Vaccinium_erythrocarpum,1.098612289,,0.110632975,0.012468365,-0.310689113,-0.02470668
Vaccinium_filiforme,0.916290732,0.262364264,,,,
Vaccinium_finisterrae,1.704748092,0.405465108,,,,
Vaccinium_fissiflorum,1.252762968,1.945910149,,,-0.24478472,0.015929352
Vaccinium_floribundum,1.749199855,1.098612289,0.015572075,0.053671011,,
Vaccinium_fragile,1.547562509,1.098612289,,,,
Vaccinium_gaultheriifolium,2.140066163,1.098612289,,,,
Vaccinium_geminiflorum,1.504077397,,0.169887712,0.115944649,-0.159361942,-0.240148685
Vaccinium_hiepii,,,0.152865398,-0.024986021,-0.246360685,0.071583813
Vaccinium_hirsutum,1.945910149,,-0.072823514,0.034826315,-0.265235601,-0.061744547
Vaccinium_hirtum,1.909542505,,0.117568031,-0.004460796,-0.229968553,0.01979635
Vaccinium_horizontale,2.251291799,0.741937345,,,,
Vaccinium_ingens,1.252762968,1.098612289,,,-0.151914437,0.013687459
Vaccinium_jefense,2.442347035,1.945910149,0.075478359,0.022274992,-0.240643735,-0.094565722
Vaccinium_lanceifolium,0.916290732,0,,,,
Vaccinium_latifolium,,,0.015487441,0.076337598,,
Vaccinium_leonis,,,0.088992617,0.072216004,,
Vaccinium_leptospermoides,1.791759469,0.693147181,0.093897773,0.069167487,,
Vaccinium_loonis,,,,,-0.186360529,-0.028089526
Vaccinium_macgillivrayi,,,,,-0.179630208,-0.021615263
Vaccinium_macrocarpon,-2.302585093,,,,-0.288927598,-0.035449405
Vaccinium_mandarinorum,1.791759469,1.178654996,,,-0.104893688,0.009041637
Vaccinium_membranaceum,1.386294361,,0.205636659,0.134287146,-0.09004261,-0.0935136
Vaccinium_meridionale,,,-0.00220684,0.069658807,-0.149238119,-0.066505458
Vaccinium_microcarpum,,,,,-0.156190753,0.082421262
Vaccinium_monteverdense,2.740840024,2.104134154,0.065608068,-0.015963359,-0.244938482,-0.036056638
Vaccinium_myrsinites,1.791759469,,0.21424998,0.099586586,-0.164633481,-0.113065389
Vaccinium_myrtilloides,1.386294361,,0.162031463,0.070849179,-0.169921953,-0.098565026
Vaccinium_myrtillus,1.32175584,,0.168935138,0.115911674,-0.101788787,-0.090300734
Vaccinium_nagamasu,1.832581464,0.832909123,0.112855105,0.067501519,,
Vaccinium_nummularia,1.609437912,,,,,
Vaccinium_oldhamii,1.386294361,0.530628251,,,,
Vaccinium_ortizii,0.559615788,0.076961041,0.206700618,-0.04542289,-0.070291403,-0.043010837
Vaccinium_oscarlopezianum,2.302585093,0.875468737,-0.043450651,0.066497534,0.070306104,0.059652495
Vaccinium_ovalifolium,1.609437912,,0.158358913,0.133086292,-0.153233693,-0.078268873
Vaccinium_ovatum,1.386294361,,0.135752903,0.038400054,-0.151356414,-0.131164182
Vaccinium_oxycoccos,,,,,-0.157583958,0.037331285
Vaccinium_oxycoccus,,,,,-0.190408399,0.115943
Vaccinium_padifolium,,,0.125972204,-0.0993655,,
Vaccinium_pahalae,,,0.050803953,0.032955719,-0.121930902,0.003489893
Vaccinium_pallidum,1.945910149,,0.120078022,0.07828772,-0.125124052,0.129499551
Vaccinium_parvifolium,1.609437912,,0.355439328,0.138590261,-0.042617114,-0.170576107
Vaccinium_pipolyi,1.410986974,0.405465108,0.11233132,0.051546641,-0.118944535,-0.021146644
Vaccinium_poasanum,2.302585093,1.871802177,0.115808363,-0.052857856,0.005614632,-0.035532538
Vaccinium_praestans,1.609437912,,0.167764383,0.019554426,,
Vaccinium_pratense,1.871802177,,,,,
Vaccinium_pterocalyx,1.667706821,0.955511445,-0.057191747,0.046479318,-0.270104109,-0.00335678
Vaccinium_puberulum,,,0.226000199,-0.030586526,,
Vaccinium_ramonii,,,,,-0.093715407,-0.072715064
Vaccinium_retusum,1.609437912,,,,,
Vaccinium_rubescens,,,0.062146151,0.077184562,,
Vaccinium_saxatilis,,,0.102034774,-0.307188764,,
Vaccinium_scoparium,1.252762968,,0.11708988,0.130303377,-0.060206269,-0.111617123
Vaccinium_secundiflorum,,,0.125788268,-0.08883517,,
Vaccinium_shaferi,,,0.04154997,0.084408259,-0.177318759,-0.061862079
Vaccinium_sieboldii,,,0.149748127,-0.081582638,-0.218504995,-0.055216071
Vaccinium_simulatum,1.386294361,,0.136725278,0.025795424,,
Vaccinium_smallii,,,0.145135771,0.031570433,,
Vaccinium_stamenium,1.791759469,,,,-0.275545038,-0.039848397
Vaccinium_stamineum,-2.302585093,,0.112610643,-0.230745272,-0.257324017,0.004004066
Vaccinium_steyermarkii,3.020424886,1.589235205,-0.179765475,-8.63E-05,-0.071067244,-0.023147351
Vaccinium_summifaucis,1.871802177,1.064710737,,,,
Vaccinium_tenellum,1.945910149,,0.161772376,0.115609052,-0.224947441,-0.099375574
Vaccinium_uliginosum,1.504077397,,0.254934662,0.026132382,-0.116887015,-0.034603907
Vaccinium_urubambensis,2.047692843,1.435084525,-0.021486524,0.044356835,-0.258464754,0.004025312
Vaccinium_utteridgei,2.140066163,0.530628251,-0.045467841,0.075742802,-0.113671554,0.01442969
Vaccinium_vacillans,,,0.042017187,0.040070144,,
Vaccinium_vitis-idaea,1.658228077,,0.171144057,-0.056865766,-0.139431577,0.137991959
Vaccinium_wilburii,2.302585093,1.704748092,-0.04485944,0.038663932,-0.248600698,-0.057393853
Vaccinium_youngii,1.08180517,0.604315967,0.152245368,-0.260492142,0.31123078,-0.027469865
Woollsia_pungens,2.351375257,0.959350221,-0.216486499,0.002185367,,
Xylococcus_bicolor,2.079441542,,,,,
Zenobia_pulverulenta,2.1102132,0.576613364,0.129860492,-0.110511374,-0.034789636,0.079396247
Agapetes_saligna,,,-0.196446897,-0.008833861,-0.308147975,0.064317809
Arctostaphylos_purisima,,,0.080154842,0.10464022,,
Blaeria_coccinia,,,-0.204956897,0.013994376,,
Blaeria_dumosa,,,-0.088843926,0.024973442,,
Brachyloma_debilis,,,0.152920695,-0.101084104,,
Cavendishia_pubescen,,,-0.148050926,0.043042404,,
Erica_altevivens,,,0.090370533,0.049990449,,
Erica_aneimena,,,0.11344163,0.112935294,,
Erica_annectens,,,-0.205372067,0.009889905,,
Erica_banksiana,,,-0.193868016,0.005584902,,
Erica_bicolor,,,0.179735249,-0.07709318,,
Erica_blandiflora,,,0.080149651,0.07400593,,
Erica_campanularia,,,0.020505888,0.009096339,,
Erica_capillaris,,,0.152412541,-0.041958954,,
Erica_cincta,,,0.248401852,0.088186963,,
Erica_coarctica,,,0.078584453,-0.105080775,,
Erica_decora,,,0.055341921,0.009995854,,
Erica_deliciosa,,,-2.82E-05,0.061124571,,
Erica_eburnea,,,0.225188896,-0.15929014,,
Erica_embrothriifolia,,,-0.051253945,0.034977968,-0.18186064,0.00692193
Erica_esterhuysenae,,,0.090843567,0.04988413,,
Erica_eustacei,,,0.136771152,0.080549394,,
Erica_flocciflora,,,0.028711634,0.065219031,,
Erica_foliacea,,,-0.124160073,0.005143412,,
Erica_fourcadei,,,-0.258630512,-0.01731197,,
Erica_galpinii,,,-0.213148667,-0.015552218,,
Erica_globulifera,,,0.111031288,0.061695489,,
Erica_grisbrookei,,,0.167564893,0.067053729,0.215085198,-0.01744285
Erica_hebecalyx,,,-0.276475635,-0.020459737,,
Erica_hibbertia,,,-0.264955029,-0.005889233,-0.057106952,0.018600943
Erica_hippurus,,,0.017137446,0.069304818,,
Erica_hodikinii,,,0.185588478,0.010599208,,
Erica_holosericea,,,0.010520522,0.068439494,,
Erica_insignis,,,-0.129746742,0.026717413,,
Erica_irregularis,,,0.114491584,0.063717197,,
Erica_jasminiflora,,,-0.319884391,-0.055077315,-0.078431701,-0.129126715
Erica_lanathera,,,-0.013342249,0.004335584,0.091782739,0.010892396
Erica_lerouxiae,,,0.161981699,0.028528863,,
Erica_lineata,,,-0.154540297,0.046137174,,
Erica_longipedunculata,,,0.010771178,0.071336242,,
Erica_melanaceme,,,0.075633986,0.109664576,0.214593491,0.02721396
Erica_modesta,,,0.058671561,0.095385521,,
Erica_puberuliflora,,,0.10094648,0.027515142,,
Erica_pulvinata,,,0.135029988,0.090312652,,
Erica_rhodopsis,,,0.157308767,0.090461393,,
Erica_shannonea,,,-0.208091489,-0.012725171,-0.031509842,-0.053115635
Erica_sphaeroidea,,,0.192464718,0.098318891,,
Erica_umbrosa,,,0.08778419,0.098054758,,
Erica_vallis-aranearum,,,-0.154967843,0.004898379,,
Erica_viridescens,,,-0.257185464,-0.00704214,,
Erica_zebrensis,,,0.149208876,-0.221829746,,
Gaultheria_tricophylla,,,0.129631735,0.042136585,,
Rhodendron_yedoense,,,-0.044746158,-0.210768051,,
Rhododendron_carolinianum,,,0.053928729,-0.247305805,,
Rhododendron_dalhousiae,,,-0.046379528,-0.013345153,-0.150959502,0.014580054
Rhododendron_fimbriatum,,,0.050294831,-0.374939958,,
Rhododendron_glaucophyllum,,,0.078179149,-0.160143971,,
Rhododendron_grothausii,,,-0.041218067,-0.108451454,,
Rhododendron_kotschyi,,,-0.109754177,0.03302302,,
Rhododendron_ludlowii,,,0.115934083,-0.295146922,,
Rhododendron_lutescens,,,0.031988235,-0.258305548,,
Rhododendron_moupinense,,,-0.039323875,-0.161660649,-0.003669663,-0.016602937
Rhododendron_pemakoense,,,-0.014523823,-0.104862857,-0.026431268,0.020068575
Rhododendron_radicans,,,0.075044588,-0.340650468,,
Rhododendron_rhabdotum,,,-0.025383906,-0.099017145,,
Rhododendron_scopulorum,,,0.0725269,-0.152815152,-0.044001899,0.025689986
Rhododendron_supranubium,,,0.026123108,-0.19894757,,
Rhododendron_sutchuenense,,,0.024441365,-0.214514653,,
Rhododendron_Vireya1A,,,-0.178848599,0.003883921,,
Rhododendron_Vireya1B,,,-0.180438418,0.010853231,,
Rhododendron_Vireya1C,,,-0.229771033,-0.003467648,,
Rhododendron_Vireya1D,,,-0.092489691,0.013151076,,
Rhododendron_Vireya1E,,,-0.165632987,0.010151189,,
Rhododendron_Vireya1F,,,-0.253190455,-0.019001294,,
Rhododendron_Vireya1G,,,-0.084717397,-0.051796894,,
Rhododendron_Vireya1H,,,-0.081584611,0.028016276,,
Rhododendron_Vireya2A,,,-0.268167669,-0.023707899,,
Rhododendron_Vireya2B,,,-0.043667844,-0.040428747,,
Rhododendron_Vireya2C,,,-0.147776251,0.006596062,,
Rhododendron_Vireya2D,,,-0.10522342,0.02737933,,
Rhododendron_Vireya3A,,,-0.04436724,-0.038941683,,
Rhododendron_Vireya3B,,,-0.152758281,0.019618091,,
Rhododendron_Vireya3C,,,-0.047813313,0.044130941,,
Rhododendron_Vireya3D,,,-0.187928764,-0.000785788,,
Rhododendron_willamsianum,,,0.078506885,-0.126413726,,
Themistoclesia_acacioides,,,-0.073954061,0.038697153,-0.155272059,-0.148016952
Themistoclesia_tunquiniensis,,,-0.022682455,0.055862149,-0.240437571,-0.010874682
Themistoclesia_woytkowskii,,,-0.048439977,0.050150092,-0.231319453,-0.042642014
Themistoclesia_yungensis,,,-0.12959198,0.047547255,-0.282859675,-0.013024545
Vaccinium_arctystaphyllos,,,0.1629965,-0.092175935,,
Andersonia_aristata,,,,,-0.114167915,0.041885086
Andersonia_axilliflora,,,,,-0.286350463,0.028012401
Andersonia_longifolia,,,,,-0.271697072,-0.005630768
Clethra_alnifolia,,,,,-0.12165987,0.061714372
Cyrilla_racemiflora,,,,,0.292282826,-0.031892518
Empetrum_hermaphroditum,,,,,0.195799659,-0.014261108
Erica_alfredii,,,,,0.233620862,-0.023724853
Erica_azalaefolia,,,,,0.362691549,-0.035138253
Erica_bowieana,,,,,-0.002961091,-0.072573179
Erica_crhopalantha,,,,,0.328799724,-0.052374688
Erica_diotaeflora,,,,,-0.094155794,0.080461753
Erica_gracillipes,,,,,0.055940129,-0.095637467
Erica_magnissylvae,,,,,0.268272254,0.000661985
Erica_micrandra,,,,,0.372362928,-0.029989643
Erica_mira,,,,,-0.015300302,-0.029830401
Leucopogon_conchifolius,,,,,-0.051696761,-0.039827967
Leucopogon_gracillimus,,,,,-0.114796224,0.113551522
Leucopogon_infuscatus,,,,,-0.124971569,0.144601238
Leucopogon_lloydiorum,,,,,-0.058384368,0.123174878
Menziesia_ferrungia,,,,,-0.12328962,0.041367269
Pentachondra_dehiscence,,,,,-0.044481833,0.093356854
Prionothes_cerinthoides,,,,,0.063644364,0.045912153
Psammisa_oppositiflora,,,,,-0.211861539,0.003086054
Purdiaea_bissei,,,,,-0.100583102,0.05422493
Rhododendron_californicum,,,,,0.012766009,0.028373264
Sphyrospermum_lanceolatum-I,,,,,-0.262206721,0.035087114
Vaccinium_amazoniucm,,,,,-0.231653882,-0.024531789
